収支区分,管理番号,発生日,支払期日,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,支払日,支払口座,支払金額
支出,,2024/10/07,,竹野燃料店,外注費,課対仕入（控80）10%,4000,内税,290,"",,,,2024/10/07,現金,4000
支出,,2024/10/07,,株式会社イシダ,外注費,課対仕入（控80）10%,26290,内税,1912,"",,,,2024/10/07,現金,26290
支出,,2024/10/07,,パカラ株式会社,車両費,課対仕入（控80）10%,1400,内税,101,"",,,,2024/10/07,現金,1400
支出,,2024/10/07,,デイパーク,車両費,課対仕入（控80）10%,600,内税,43,"",,,,2024/10/07,現金,600
支出,,2024/10/07,,セブンイレブン,会議費,課対仕入（控80）10%,356,内税,25,"",,,,2024/10/07,現金,356
支出,,2024/10/07,,セブンイレブン,会議費,課対仕入（控80）10%,356,内税,25,"",,,,2024/10/07,現金,356
支出,,2024/10/07,,,消耗品費,課対仕入（控80）10%,1960,内税,142,,,,,2024/10/07,freeeセゾンプラチナビジネスカード,1960
支出,,2024/10/07,,,消耗品費,課対仕入（控80）10%,1960,内税,142,,,,,2024/10/07,freeeセゾンプラチナビジネスカード,1960
支出,,2024/10/07,,,消耗品費,課対仕入（控80）10%,1209,内税,87,,,,,2024/10/07,freeeセゾンプラチナビジネスカード,1209
支出,,2024/10/07,,,消耗品費,課対仕入（控80）10%,1209,内税,87,,,,,2024/10/07,freeeセゾンプラチナビジネスカード,1209
支出,,2024/10/07,,,旅費交通費,課対仕入（控80）10%,138707,内税,10087,,,,,2024/10/07,川口信金（法人）（API）,138707
支出,,2024/10/07,,,車両費,課対仕入（控80）10%,8951,内税,650,,,,,2024/10/07,freeeセゾンプラチナビジネスカード,8951
支出,,2024/10/07,,,車両費,課対仕入（控80）10%,6594,内税,479,,,,,2024/10/07,freeeセゾンプラチナビジネスカード,6594
支出,,2024/10/07,,,仕入高,課対仕入（控80）10%,3564,内税,259,,,,,2024/10/07,freeeセゾンプラチナビジネスカード,3564
支出,,2024/10/07,,,支払手数料,課対仕入（控80）10%,220,内税,16,,,,,2024/10/07,みずほ（法人）（API）,220
支出,,2024/10/06,,コスモ電材,仕入高,課対仕入（控80）10%,31588,内税,2297,"",,,,2024/10/06,現金,31588
支出,,2024/10/05,,ケンデポ,仕入高,課対仕入（控80）10%,21535,内税,1566,"",,,,2024/10/05,現金,21535
支出,,2024/10/05,,パーキング117,車両費,課対仕入（控80）10%,600,内税,43,"",,,,2024/10/05,現金,600
支出,,2024/10/05,,ナビパーク,車両費,課対仕入（控80）10%,900,内税,65,"",,,,2024/10/05,現金,900
支出,,2024/10/05,,ローソン,会議費,課対仕入（控80）10%,3108,内税,226,"",,,,2024/10/05,現金,3108
支出,,2024/10/05,,ローソン,会議費,課対仕入（控80）10%,270,内税,19,"",,,,2024/10/05,現金,270
支出,,2024/10/05,,セブンイレブン,会議費,課対仕入（控80）10%,343,内税,24,"",,,,2024/10/05,現金,343
支出,,2024/10/05,,ローソン,会議費,課対仕入（控80）10%,270,内税,19,"",,,,2024/10/05,現金,270
支出,,2024/10/05,,ローソン,会議費,課対仕入（控80）10%,3108,内税,226,"",,,,2024/10/05,現金,3108
支出,,2024/10/05,,セブンイレブン,会議費,課対仕入（控80）10%,343,内税,24,"",,,,2024/10/05,現金,343
支出,,2024/10/05,,,車両費,課対仕入（控80）10%,7426,内税,540,,,,,2024/10/05,freeeセゾンプラチナビジネスカード,7426
支出,,2024/10/04,,タイムズ２４株式会社,車両費,課対仕入（控80）10%,440,内税,32,"",,,,2024/10/04,現金,440
支出,,2024/10/04,,パカラ株式会社,車両費,課対仕入（控80）10%,800,内税,58,"",,,,2024/10/04,現金,800
支出,,2024/10/04,,ゴルフ５,交際費,課対仕入（控80）10%,75020,内税,5456,"",,,,2024/10/04,現金,75020
支出,,2024/10/04,,パカラ株式会社,車両費,課対仕入（控80）10%,1200,内税,87,"",,,,2024/10/04,現金,1200
支出,,2024/10/04,,ナビパーク,車両費,課対仕入（控80）10%,900,内税,65,"",,,,2024/10/04,現金,900
支出,,2024/10/04,,中華料理華宴,会議費,課対仕入（控80）10%,1700,内税,123,"",,,,2024/10/04,現金,1700
支出,,2024/10/04,,中華料理華宴,会議費,課対仕入（控80）10%,2180,内税,158,"",,,,2024/10/04,現金,2180
支出,,2024/10/04,,ローソン,会議費,課対仕入（控80）10%,1502,内税,109,"",,,,2024/10/04,現金,1502
支出,,2024/10/04,,セブンイレブン,会議費,課対仕入（控80）10%,817,内税,59,"",,,,2024/10/04,現金,817
支出,,2024/10/04,,ローソン,会議費,課対仕入（控80）10%,1502,内税,109,"",,,,2024/10/04,現金,1502
支出,,2024/10/04,,セブンイレブン,会議費,課対仕入（控80）10%,817,内税,59,"",,,,2024/10/04,現金,817
支出,,2024/10/04,,,外注費,課対仕入（控80）10%,132000,内税,9600,,,,,2024/10/04,みずほ（法人）（API）,132000
支出,,2024/10/04,,,支払手数料,課対仕入（控80）10%,440,内税,32,,,,,2024/10/04,みずほ（法人）（API）,440
支出,,2024/10/04,,,車両費,課対仕入（控80）10%,4044,内税,294,,,,,2024/10/04,freeeセゾンプラチナビジネスカード,4044
支出,,2024/10/04,,,仮払金,対象外,900000,内税,0,,,,,2024/10/04,川口信金（法人）（API）,900000
支出,,2024/10/04,,,支払手数料,課対仕入（控80）10%,440,内税,32,,,,,2024/10/04,川口信金（法人）（API）,440
支出,,2024/10/04,,,旅費交通費,課対仕入（控80）10%,9669,内税,703,,,,,2024/10/04,川口信金（法人）（API）,9669
支出,,2024/10/04,,,支払手数料,課対仕入（控80）10%,270,内税,19,,,,,2024/10/04,川口信金（法人）（API）,270
支出,,2024/10/04,,,通信費,課対仕入（控80）10%,5200,内税,378,,,,,2024/10/04,freeeセゾンプラチナビジネスカード,5200
支出,,2024/10/04,,,仕入高,課対仕入（控80）10%,20506,内税,1491,,,,,2024/10/04,freeeセゾンプラチナビジネスカード,20506
支出,,2024/10/03,,島忠ホームズ,仕入高,課対仕入（控80）10%,3566,内税,259,"",,,,2024/10/03,現金,3566
支出,,2024/10/03,,所沢航空記念公園東駐車場,車両費,課対仕入（控80）10%,500,内税,36,"",,,,2024/10/03,現金,500
支出,,2024/10/03,,樹モールプラザ駐車場,車両費,課対仕入（控80）10%,1200,内税,87,"",,,,2024/10/03,現金,1200
支出,,2024/10/03,,平城苑,交際費,課対仕入（控80）10%,13431,内税,976,"",,,,2024/10/03,現金,13431
支出,,2024/10/03,,三井のリパーク,車両費,課対仕入（控80）10%,900,内税,65,"",,,,2024/10/03,現金,900
支出,,2024/10/03,,セブンイレブン,会議費,課対仕入（控80）10%,1358,内税,98,"",,,,2024/10/03,現金,1358
支出,,2024/10/03,,セブンイレブン,会議費,課対仕入（控80）10%,1358,内税,98,"",,,,2024/10/03,現金,1358
支出,,2024/10/02,,三井のリパーク,車両費,課対仕入（控80）10%,600,内税,43,"",,,,2024/10/02,現金,600
支出,,2024/10/02,,セブンイレブン,会議費,課対仕入（控80）10%,2011,内税,146,"",,,,2024/10/02,現金,2011
支出,,2024/10/02,,セブンイレブン,会議費,課対仕入（控80）10%,2011,内税,146,"",,,,2024/10/02,現金,2011
支出,,2024/10/01,,所沢航空記念公園東駐車場,車両費,課対仕入（控80）10%,500,内税,36,"",,,,2024/10/01,現金,500
支出,,2024/10/01,,ENEOS,車両費,課対仕入（控80）10%,8050,内税,585,"",,,,2024/10/01,現金,8050
支出,,2024/10/01,,ケンデポ,仕入高,課対仕入（控80）10%,26998,内税,1963,"",,,,2024/10/01,現金,26998
支出,,2024/10/01,,梅太郎,会議費,課対仕入（控80）10%,2560,内税,186,"",,,,2024/10/01,現金,2560
支出,,2024/10/01,,平城苑,会議費,課対仕入（控80）10%,4790,内税,348,"",,,,2024/10/01,現金,4790
支出,,2024/10/01,,三井のリパーク,車両費,課対仕入（控80）10%,900,内税,65,"",,,,2024/10/01,現金,900
支出,,2024/10/01,,セブンイレブン,会議費,課対仕入（控80）10%,1035,内税,75,"",,,,2024/10/01,現金,1035
支出,,2024/10/01,,セブンイレブン,会議費,課対仕入（控80）10%,1984,内税,144,"",,,,2024/10/01,現金,1984
支出,,2024/10/01,,セブンイレブン,会議費,課対仕入（控80）10%,1984,内税,144,"",,,,2024/10/01,現金,1984
支出,,2024/10/01,,セブンイレブン,会議費,課対仕入（控80）10%,1035,内税,75,"",,,,2024/10/01,現金,1035
支出,,2024/10/01,,,支払手数料,課対仕入（控80）10%,220,内税,16,,,,,2024/10/01,みずほ（法人）（API）,220
支出,,2024/10/01,,,長期借入金,対象外,85513,内税,0,,,,,2024/10/01,川口信金（法人）（API）,85513
支出,,2024/10/01,,,長期借入金,対象外,128557,内税,0,,,,,2024/10/01,川口信金（法人）（API）,128557
支出,,2024/10/01,,,外注費,課対仕入（控80）10%,57717,内税,4197,,,,,2024/10/01,川口信金（法人）（API）,57717
支出,,2024/10/01,,,支払手数料,課対仕入（控80）10%,440,内税,32,,,,,2024/10/01,川口信金（法人）（API）,440
支出,,2024/09/30,,株式会社美柳,仕入高,課対仕入10%,71701,内税,6518,"",,,,2024/11/21,川口信金（法人）（API）,71701
収入,20240930_11,2024/09/30,2024/10/10,株式会社ジューテクノ,売上高,課税売上10%,91300,外税,8300,1階2階天井壁クロスはがし,,,,2024/10/03,川口信金（法人）（API）,2000000
,,,,,売上高,課税売上10%,167200,外税,15200,新規クロス天井 ＊吹き抜け天井含む,,,,2024/11/29,川口信金（法人）（API）,2730000
,,,,,売上高,課税売上10%,542025,外税,49275,新規クロス壁,,,,,,
,,,,,売上高,課税売上10%,60500,外税,5500,室内足場組立設置,,,,,,
,,,,,売上高,課税売上10%,58080,外税,5280,畳工事 表替え,,,,,,
,,,,,売上高,課税売上10%,60500,外税,5500,新規 洋室、開きドア　　ウッドワン製品,,,,,,
,,,,,売上高,課税売上10%,93500,外税,8500, 洗面引き戸　　ウッドワン製品,,,,,,
,,,,,売上高,課税売上10%,33000,外税,3000,既存建具撤去作業費,,,,,,
,,,,,売上高,課税売上10%,66000,外税,6000,新規建具取り付け作業費,,,,,,
,,,,,売上高,課税売上10%,33000,外税,3000,壁補修材料費,,,,,,
,,,,,売上高,課税売上10%,166320,外税,15120,フロアタイル工事1階2階床 東リフロアタイル　＊トイレ、脱衣場、階段除く,,,,,,
,,,,,売上高,課税売上10%,12760,外税,1160,フロアタイル工事1階2階床 接着剤,,,,,,
,,,,,売上高,課税売上10%,267960,外税,24360,フロアタイル工事1階2階床 床張り手間,,,,,,
,,,,,売上高,課税売上10%,39600,外税,3600,階段床、蹴込部分用フロアータイル,,,,,,
,,,,,売上高,課税売上10%,19734,外税,1794,踏板用ノンスリップ材,,,,,,
,,,,,売上高,課税売上10%,66000,外税,6000,階段床、蹴込部分フロアータイル施工費,,,,,,
,,,,,売上高,課税売上10%,33000,外税,3000,ノンスリップ施工費,,,,,,
,,,,,売上高,課税売上10%,27500,外税,2500,既存巾木、廻り縁撤去工事,,,,,,
,,,,,売上高,課税売上10%,21120,外税,1920,新規木巾木,,,,,,
,,,,,売上高,課税売上10%,10010,外税,910,ソフト巾木,,,,,,
,,,,,売上高,課税売上10%,49500,外税,4500,巾木取り付け費,,,,,,
,,,,,売上高,課税売上10%,44000,外税,4000,既存スイッチ部品、コンセント部品、カバープレート部品　材料費　食洗器電源工事追加,,,,,,
,,,,,売上高,課税売上10%,154000,外税,14000,スイッチ、コンセント部材交換、脱衣場コンセント移設、食洗器電源、作業手間,,,,,,
,,,,,売上高,課税売上10%,55000,外税,5000,既存キッチン撤去工事,,,,,,
,,,,,売上高,課税売上10%,649088,外税,59008,タカラスタンダード　リフィット　定価７３７．６００,,,,,,
,,,,,売上高,課税売上10%,132000,外税,12000,取り付け費,,,,,,
,,,,,売上高,課税売上10%,27500,外税,2500,ガス配管工事＊東京ガス,,,,,,
,,,,,売上高,課税売上10%,29480,外税,2680,給排水設備材料費,,,,,,
,,,,,売上高,課税売上10%,66000,外税,6000,配管工事費　＊キッチン設備工事、食洗器用配管接続,,,,,,
,,,,,売上高,課税売上10%,16500,外税,1500, 浴室鏡,,,,,,
,,,,,売上高,課税売上10%,281600,外税,25600,TOTO製便器　TCF4734　定価181000,,,,,,
,,,,,売上高,課税売上10%,66000,外税,6000,既存便器撤去交換工事,,,,,,
,,,,,売上高,課税売上10%,151800,外税,13800,給湯器　GT－C247SAW　定価　３９２６００,,,,,,
,,,,,売上高,課税売上10%,32560,外税,2960,リモコン　RC-K001EW　定価　５８３００,,,,,,
,,,,,売上高,課税売上10%,38500,外税,3500,交換工事,,,,,,
,,,,,売上高,課税売上10%,258720,外税,23520,木目シート,,,,,,
,,,,,売上高,課税売上10%,7480,外税,680,プライマー,,,,,,
,,,,,売上高,課税売上10%,161700,外税,14700,施工費,,,,,,
,,,,,売上高,課税売上10%,33440,外税,3040,養生パネル,,,,,,
,,,,,売上高,課税売上10%,3300,外税,300,養生テープ,,,,,,
,,,,,売上高,課税売上10%,44000,外税,4000,養生作業手間,,,,,,
,,,,,売上高,課税売上10%,246400,外税,22400, 工事発生残材処分費＊混載ごみ　はがしたくろす、巾木廻り縁、既存キッチン、給湯器など処分含む,,,,,,
,,,,,売上高,課税売上10%,82500,外税,7500,残材搬出積込作業手間,,,,,,
,,,,,売上高,課税売上10%,44000,外税,4000,残材運搬費　,,,,,,
,,,,,売上高,課税売上10%,132000,外税,12000, 工事車両交通費＊工事期間３０日,,,,,,
,,,,,売上高,課税売上10%,99000,外税,9000,工事車両駐車場費＊３０日,,,,,,
,,,,,売上高,課税売上10%,88000,外税,8000,引渡しクリーニング費,,,,,,
,,,,,売上高,課税売上10%,-133177,外税,-12107,値引き,,,,,,
支出,,2024/09/30,,赤べえ,交際費,課対仕入（控80）10%,15856,内税,1153,"",,,,2024/09/30,現金,15856
支出,,2024/09/30,,養老乃瀧鳩ヶ谷南店,交際費,課対仕入（控80）10%,8084,内税,587,"",,,,2024/09/30,現金,8084
支出,,2024/09/30,,セブンイレブン,会議費,課対仕入（控80）10%,3338,内税,242,"",,,,2024/09/30,現金,3338
支出,,2024/09/30,,ケンデポ,仕入高,課対仕入（控80）10%,18506,内税,1345,"",,,,2024/09/30,現金,18506
支出,,2024/09/30,,セブンイレブン,会議費,課対仕入（控80）10%,449,内税,32,"",,,,2024/09/30,現金,449
支出,,2024/09/30,,セブンイレブン,会議費,課対仕入（控80）10%,617,内税,44,"",,,,2024/09/30,現金,617
支出,,2024/09/30,,セブンイレブン,会議費,課対仕入（控80）10%,397,内税,28,"",,,,2024/09/30,現金,397
支出,,2024/09/30,,,車両費,課対仕入（控80）10%,11550,内税,840,,,,,2024/09/30,川口信金（法人）（API）,11550
支出,,2024/09/30,,,車両費,課対仕入（控80）10%,8250,内税,600,,,,,2024/09/30,川口信金（法人）（API）,8250
支出,,2024/09/30,,,法定福利費,対象外,529324,内税,0,"",,,,2024/09/30,川口信金（法人）（API）,529324
支出,,2024/09/30,,,支払手数料,課対仕入（控80）10%,55000,内税,4000,,,,,2024/09/30,川口信金（法人）（API）,55000
支出,,2024/09/29,,あさひが丘カントリークラブ,交際費,課対仕入（控80）10%,18800,内税,1367,"",,,,2024/09/29,現金,18800
支出,,2024/09/29,,お蕎麦屋杉うら,交際費,課対仕入（控80）10%,3910,内税,284,"",,,,2024/09/29,現金,3910
支出,,2024/09/28,,コジマ,仕入高,課対仕入（控80）10%,22000,内税,1600,"",,,,2024/09/28,現金,22000
支出,,2024/09/28,,とんでん,会議費,課対仕入（控80）10%,4099,内税,298,"",,,,2024/09/28,現金,4099
支出,,2024/09/28,,ケンデポ,仕入高,課対仕入（控80）10%,3825,内税,278,"",,,,2024/09/28,現金,3825
支出,,2024/09/28,,ケンデポ,仕入高,課対仕入（控80）10%,877,内税,63,"",,,,2024/09/28,現金,877
支出,,2024/09/28,,セブンイレブン,会議費,課対仕入（控80）10%,2603,内税,189,"",,,,2024/09/28,現金,2603
支出,,2024/09/28,,三井のリパーク,車両費,課対仕入（控80）10%,600,内税,43,"",,,,2024/09/28,現金,600
支出,,2024/09/27,,ENEOS,車両費,課対仕入（控80）10%,10378,内税,754,"",,,,2024/09/27,現金,10378
支出,,2024/09/27,,タイムズ２４株式会社,車両費,課対仕入（控80）10%,600,内税,43,"",,,,2024/09/27,現金,600
支出,,2024/09/27,,二八そば,会議費,課対仕入（控80）10%,4200,内税,305,"",,,,2024/09/27,現金,4200
支出,,2024/09/27,,,地代家賃,課対仕入（控80）10%,25457,内税,1851,,,,,2024/09/27,川口信金（法人）（API）,25457
支出,,2024/09/27,,,長期未払金,対象外,65300,内税,0,,,,,2024/09/27,川口信金（法人）（API）,65300
収入,20240926_11,2024/09/26,2024/10/31,株式会社柳屋,売上高,課税売上10%,43780,外税,3980,トイレドア,,,,2024/10/31,川口信金（法人）（API）,1525744
